"id";"atomid";"McId";"DatetimeCreatedShifted";"GoogleClientId";"EntityCreatedWith";"ch_isFirst4ContactAttribution";"ch_isFirst";"cohortdate"
"3DC831EE-CEEF-D3EA-85AA-F10A27025F9C";-20;"2B3106BA-A01E-42B3-A98A-1822434122C4";"2024-06-14 16:13:36.003";;HubspotContact;1;1;"2024-06-14"
"67082051-0D4B-63FA-8C18-0EF1AFEED1AE";-20;"2251BAF1-1BA0-45B5-8F5A-071508959010";"2024-06-12 17:46:42.0";;ShopifyCustomer;0;0;"2024-06-12"
"69567364-7291-4B64-62CB-A6A8A75830C9";10018;"32A40CFE-C48E-42AC-AE68-07147088E5A3";"2024-06-26 23:42:21.957";;HubspotContact;1;1;"2024-06-26"
"36F53025-7E73-EB9B-C206-48FB767FBF27";-20;A9262A5A-4BAD-482F-AA32-187C69AF3024;"2024-06-16 10:36:04.027";;HubspotContact;1;1;"2024-06-16"
"49DE7742-125A-E0D0-6E9B-B39603AED4AB";-20;D56C80AB-A49F-4200-AA26-B1384DD9D491;"2024-06-15 19:42:00.0";;ShopifyCustomer;1;1;"2024-06-15"
B63B93AD-7AF2-C00D-3C03-A06B334EB0D9;-20;"7C315B35-AEB6-4D8E-813E-E6C5A58649FF";"2024-06-17 23:50:48.0";;ShopifyCustomer;1;1;"2024-06-17"
"183E6BDA-EA71-36F3-DF8A-873FCC867C88";-20;A5DCB5E9-7E95-48C5-A7D8-1F0E6BD8D203;"2024-06-12 10:37:31.0";;ShopifyCustomer;0;0;"2024-06-12"
"68677F52-97CB-1D28-F9F1-BC1F35519C83";-20;"445B476C-1418-4E2C-B95F-75E99BA1D13C";"2024-06-14 14:11:17.04";;HubspotContact;1;1;"2024-06-14"
"6AC2823A-D3F0-12D9-9C62-69CBA6F5BA56";-20;"83C9B459-DF3E-4208-A39D-67B4CE9EDFE3";"2024-06-18 17:44:51.0";;ShopifyCustomer;0;0;"2024-06-18"
"903D8C48-40F5-8F53-5697-F322D0D5F73B";-20;C6AFB5CA-9453-4C13-9AFF-919475A38B13;"2024-06-20 00:47:21.0";;ShopifyCustomer;1;1;"2024-06-20"
"192223D5-3B15-66B9-8B82-EE084C9A1866";-20;EF41FD8C-3FC0-4AA2-A2F0-5C943118F9C0;"2024-06-12 09:33:55.0";"351114848.1718200669";ShopifyCustomer;1;1;"2024-06-12"
"0FFC4893-A761-57A6-5109-B9B6262951CB";-20;EEB135B0-333B-4E89-A8A1-15B6725B8B40;"2024-06-17 17:36:05.0";;ShopifyCustomer;0;0;"2024-06-17"
B58B53EB-7CC9-2623-BC3E-5C0525462E98;10689;"7CA4DC75-8D30-4725-AAA4-089F08DD0D21";"2024-07-03 10:47:19.167";;HubspotContact;1;1;"2024-07-03"
C5B6587A-FFAD-FC62-C974-FCF4550891C1;125;BF2165DF-59AA-4BCA-9D48-0B1DAF01EF4A;"2024-06-30 09:55:51.1";;HubspotContact;1;1;"2024-06-30"
D37B9331-947D-6480-9E09-3BA6FA834B77;-20;EC819D6A-0FAF-437B-9317-1EFAC8547E09;"2024-06-17 16:24:57.0";;ShopifyCustomer;1;1;"2024-06-17"
DA4FCC89-602F-CEA0-4CB4-59660994E28E;141;"2770F1F6-553B-4F90-B071-04D908DEBFDB";"2024-06-23 23:02:47.803";;HubspotContact;1;1;"2024-06-23"
"119B6CF7-8C01-78CB-0100-FC818D829613";-20;"9035179A-2F32-45AD-B6FE-39F20BF962A9";"2024-06-20 09:19:40.82";;HubspotContact;1;1;"2024-06-20"
"6177DFAF-4E98-5121-F5ED-008382AC44D7";-20;F8D83C8C-C817-4599-81E3-17FD0A250E87;"2024-06-17 11:09:29.427";;HubspotContact;1;1;"2024-06-17"
"576E24B6-A44F-B513-5E49-D787B905FC79";-20;ED54F599-40D1-4D5B-89CC-19EE73155864;"2024-06-11 16:07:32.0";;ShopifyCustomer;0;0;"2024-06-11"
F19B2C24-F047-6C2A-8EC9-477BDD5839F0;-20;FEE9A249-510D-42AB-B653-383049927AEE;"2024-06-13 13:35:39.0";;ShopifyCustomer;0;0;"2023-11-01"
"98432DCC-29B6-88F2-E106-1579B9CF210C";10018;"4A8E072A-E4E0-4B57-964E-22FBDD07E081";"2024-06-17 17:17:15.0";"1752599792.1718580331";ShopifyCustomer;0;0;"2024-06-16"
"7877C2F1-F125-AC4A-ADF7-D7715DF2C27F";-20;B1973418-C1FE-46EB-B6A1-174DBA2D0EE8;"2024-06-17 16:53:53.0";"1272955521.1722368327";ShopifyCustomer;0;0;"2024-06-14"
"582C5C2B-06A3-5D26-C530-88514831E055";-20;"92092D29-7F51-4B68-87EC-4FBDB80EFC9A";"2024-06-17 19:24:55.463";;HubspotContact;1;1;"2024-06-17"
"0A4F9390-1B8D-CFC2-506D-9E6F500C4346";10018;"0FD54AED-BAB9-466D-8667-195268587FDD";"2024-06-20 22:30:53.993";;HubspotContact;1;1;"2024-06-20"
"2ECEB0A8-87D3-BA37-42AC-21C48CDD56A2";-20;F4B0131E-3F77-4575-ACFB-004F9557DC41;"2024-06-20 12:38:41.0";;ShopifyCustomer;0;0;"2024-06-19"
A8A5AB92-2CDB-59C0-CE77-44D895BD8F6A;10432;B0A0F203-66D7-4104-AC30-057EF6FC2247;"2024-06-15 21:43:12.0";"519867560.1718498183";ShopifyCustomer;0;0;"2024-06-15"
"88F09225-40E3-8C3C-E4D2-DF3AEFB27DB5";-20;"9E5AECEE-5B61-4459-9EE9-1DCA0DB64B72";"2024-06-15 16:02:43.197";;HubspotContact;1;1;"2024-06-15"
"5D95B19B-6F5D-7A3E-1A9C-F7A7DE30BC42";-20;A6FC66BF-0562-4856-965F-1F5C8B203395;"2024-06-22 12:26:15.097";;HubspotContact;1;1;"2024-06-22"
"7F9BCA8E-4FC1-A5CE-546B-28B1439A1A01";101;F9F10EB7-CE9C-4737-89C9-0FC71B36A085;"2024-07-06 07:29:24.633";;HubspotContact;1;1;"2024-07-06"
"3A5DD98E-7948-C9B0-09FF-168ACFDD8F7B";-20;"9BBEF912-38D2-45A5-8C8E-A8ACC1FB2DCF";"2024-06-14 20:35:16.0";;ShopifyCustomer;1;1;"2024-06-14"
ACEA96EA-79E2-7175-9D43-76627350A1E3;-20;"5528A655-D609-4B59-8FA5-2FB2D650D524";"2024-06-18 22:20:25.0";;ShopifyCustomer;0;0;"2024-05-06"
"48A04035-3782-5A61-A291-DE9CCBDC398E";-20;"7CCD5B81-8A9A-4B98-A8E4-5EF558145463";"2024-06-21 16:04:02.0";;ShopifyCustomer;0;0;"2024-06-18"
"4789F7D0-BB55-90AE-F809-464FEE2431FA";-20;DEF32CAE-DC6D-411A-8792-00C5C7833E8C;"2024-06-17 10:37:43.623";;HubspotContact;0;0;"2024-06-09"
"347E142E-5E18-8D5F-F7CC-89EDA0102153";140;CEA98EC1-5DB0-4470-8F9F-012550EF7B71;"2024-06-23 15:01:11.447";;HubspotContact;1;1;"2024-06-23"
"8835D196-C5AC-0542-05C7-2D5825AAF98D";141;D6CA5296-3EA7-44E8-BA26-1CA37CC2D173;"2024-06-27 08:20:36.537";;HubspotContact;1;1;"2024-06-27"
"93A5EB70-8D57-DA23-8E03-10D496CF82FA";-20;"06EB207F-0A07-4151-9351-5D9EBD098AF3";"2024-06-17 10:01:09.0";;ShopifyCustomer;1;1;"2024-06-17"
"186516B9-EBA4-ECE2-D2A5-D75FE0637E1B";-20;"445B476C-1418-4E2C-B95F-75E99BA1D13C";"2024-06-16 13:49:07.0";"978089782.1720535183";ShopifyCustomer;0;0;"2024-06-14"
C7A6765D-C8C1-2045-ECAA-74644BD8FFD4;10018;E4E115CA-8C5C-4B60-AB23-4C1BD9490198;"2024-06-24 13:57:45.293";;HubspotContact;1;1;"2024-06-24"
FAF9CA41-554D-6A70-891A-B5A86D33E1A4;-20;A5F818E3-9A15-4182-B26E-30B0EB93A554;"2024-06-16 11:46:26.747";;HubspotContact;1;1;"2024-06-16"
EC451D9C-C2CD-49BA-C197-312E2A77AC76;-20;"8DF5D928-3180-4369-A282-D2424D6D37C7";"2024-07-03 11:45:45.0";;ShopifyCustomer;1;1;"2024-07-03"
"0772D501-0C54-8F59-F640-792F76FFF273";-20;"916C0CDD-A94D-4A61-A2AC-27AB5F95A688";"2024-06-15 21:49:46.78";;HubspotContact;1;1;"2024-06-15"
"3BEAE993-2817-83CC-F535-42E4398A8525";-20;"8B2A19F2-C3E6-44DB-82DC-17BA5929378E";"2024-06-14 13:41:46.0";;ShopifyCustomer;0;0;"2024-06-13"
D050CBE4-A6C2-5254-49B6-CDB8E54B4F0C;-20;BC0E3069-C12F-4008-BFDB-8A188AB4D286;"2024-06-17 15:30:55.677";;HubspotContact;1;1;"2024-06-17"
"23ED7CB0-C932-4DE4-4AC5-344598751C38";-20;"35B07BA9-42E8-41FC-A292-0F6369CA6E00";"2024-06-19 16:57:11.11";;HubspotContact;1;1;"2024-06-19"
"03F6F92B-79AF-E922-4CBA-97CB59D4D808";-20;"9999E99C-193E-4369-A8BC-22FDAED4D7C9";"2024-06-19 13:36:39.273";;HubspotContact;1;1;"2024-06-19"
BECE14C9-4566-0808-D2C8-B87FB9373E0A;-20;"5CFCF468-61B7-4D4F-8245-1B9B24E56601";"2024-06-25 11:01:43.0";"1320340425.1719327605";ShopifyCustomer;0;0;"2023-05-11"
BEAE26AA-EE99-9700-47B1-124D425A9086;-20;FC64D0EA-96F4-401D-BB14-3C319A43BA88;"2024-06-19 11:07:00.76";;HubspotContact;1;1;"2024-06-19"
CE12705F-D13B-22C5-A770-C8B6339E1D74;-20;"190E0DF2-4908-4D4F-A240-1CCF4800ACBA";"2024-06-20 14:58:55.0";;ShopifyCustomer;0;0;"2024-06-20"
"58DBB24D-5427-8612-55DD-EDCA2796A1E3";-20;"38698055-C38E-4DE0-8D84-1A748CE4CE4C";"2024-06-20 13:27:51.0";;ShopifyCustomer;0;0;"2024-06-19"
"40FC989F-C80F-4C79-D1C3-A8EADDCD0322";101;B5AC2C2B-7A2F-424E-A272-1560D97ADE46;"2024-06-24 09:20:05.0";;ShopifyCustomer;1;1;"2024-06-24"
E9A753C2-C49E-FBD2-BA60-70FE3D4014A5;10689;"83A4BEF2-81BF-42BF-A579-02E8D7DA1D83";"2024-06-30 15:01:33.0";;ShopifyCustomer;0;0;"2024-06-29"
F252388B-3732-26B2-6318-0EB8CEDFDD9F;101;BD956685-A4BE-4E9D-839E-1FB513D17DC6;"2024-06-29 19:37:33.023";;HubspotContact;1;1;"2024-06-29"
A7C38CCA-7041-4352-0670-71515150E5E4;-20;DBF8209D-E9A3-4371-8B61-700FEC833F6F;"2024-06-24 14:04:45.0";;ShopifyCustomer;1;1;"2024-06-24"
D2D6D363-BA9C-C2E3-3ADE-22BFDDB78B99;10018;"83B06B3F-D5FC-413A-A911-11E1A72B772A";"2024-06-22 14:16:33.63";;HubspotContact;1;1;"2024-06-22"
"8BD84324-1003-C6DA-9C79-D920D934CBC6";141;ADF51FFB-D27C-4539-81A2-05AED2B2DE60;"2024-06-25 10:39:20.0";;ShopifyCustomer;0;0;"2024-06-24"
"5C8E2879-22FA-BC81-60B2-33C054E073A2";-20;"9371CFF5-F146-43D5-AD89-060C03F94CDA";"2024-06-16 17:16:25.783";;HubspotContact;1;1;"2024-06-16"
"531FCC27-A0DB-121A-74CF-38C4A9FB70A5";141;"8B6DC53C-44A0-4E3E-9B85-1979A1DD83F4";"2024-06-27 17:43:13.0";;ShopifyCustomer;0;0;"2024-06-27"
B3CBD049-57CF-8374-7103-89A3117DDA37;-20;AD14BB9F-8AAF-4FD3-9A6A-33D90E4532E3;"2024-06-19 21:53:42.15";;HubspotContact;1;1;"2024-06-19"
"746440E7-FF13-F73D-A68D-59D778283B79";101;DDE3F695-C6B7-458D-B531-1340B5E6746C;"2024-06-14 21:40:16.0";"2046546274.1718415611";ShopifyCustomer;1;1;"2024-06-14"
"2FFC964D-3C75-B047-58DF-29EB5E17E154";10659;"976DAAEB-D8CC-40FD-93E7-2AAAB6F06073";"2024-06-27 13:18:07.0";;ShopifyCustomer;0;0;"2024-06-27"
E21707E4-2B5E-3701-C1FE-DBCB52406DD7;10691;"7329C105-FE50-498B-931D-01709B91AB93";"2024-07-08 17:28:56.0";;ShopifyCustomer;0;0;"2024-07-07"
"8C6DC612-FE9D-79CD-CF3E-6920CEA66BE4";-20;"48C0F177-5245-49DC-A2E4-1A54A97681CD";"2024-06-20 13:43:07.0";;ShopifyCustomer;0;0;"2024-06-19"
"2BFA6833-C885-4ABE-8445-8A9249731365";111;BEF05C96-7547-4934-91DD-095070F606BA;"2024-07-03 15:38:27.327";;HubspotContact;1;1;"2024-07-03"
"5A9A3DBE-2210-C209-B5A8-1C0CC97A6C9A";-20;"7BE29CE0-1F1E-42E9-9433-5DB08AD60667";"2024-07-05 17:52:49.0";;ShopifyCustomer;1;1;"2024-07-05"
D7595036-4C2A-3B13-55FD-D900520170F3;-20;"9035179A-2F32-45AD-B6FE-39F20BF962A9";"2024-06-20 14:54:46.0";;ShopifyCustomer;0;0;"2024-06-20"
"1F047B8E-88E2-0250-E1E2-1518BEFDE543";103;"7BFA7DE1-884E-4D79-AA64-0684CBCC39E5";"2024-06-30 13:57:14.0";"105320583.1719604514";ShopifyCustomer;0;0;"2024-06-28"
F5674E4E-C096-459F-956C-601DD9442602;-20;FE3BF729-E766-4EF4-A339-7F4E09BED157;"2024-06-29 13:02:15.0";;ShopifyCustomer;1;1;"2024-06-29"
"335F6B81-7E76-E060-F027-2355FE2BED29";141;D9D6D0B5-6439-4AB4-8CD2-0078D43920F5;"2024-07-06 14:31:32.597";;HubspotContact;1;1;"2024-07-06"
"1CECF13E-671F-1AD4-10CF-316EE9913400";-20;A6FC66BF-0562-4856-965F-1F5C8B203395;"2024-06-24 12:58:47.0";;ShopifyCustomer;0;0;"2024-06-22"
"36EA8B8F-52CE-FBD0-5A2C-68F91A7A4A55";103;FAA395F9-7F92-447D-8F4D-1DE118AAB86F;"2024-06-25 14:46:06.227";;HubspotContact;1;1;"2024-06-25"
D651A5F6-AA26-2C84-072B-BDA4626B2A1F;-20;FE350A67-25B0-4D23-BE42-4D88C443ABD8;"2024-06-17 17:25:08.0";;ShopifyCustomer;0;0;"2024-06-17"
"14C6C5C0-6E46-6C1C-EA18-2ED185711556";-20;B1648F69-7F0C-45EE-BE1A-149D99200560;"2024-06-19 23:32:57.0";;ShopifyCustomer;1;1;"2024-06-19"
"58AC050D-83F5-80F5-EC90-7DEA07587A98";141;"3BFF139B-8291-4B3E-A49D-0179661EC934";"2024-06-29 11:36:01.71";;HubspotContact;1;1;"2024-06-29"
"17CB3444-8E58-EF44-4167-FA1332846B75";-20;"2E2013B0-B5F5-448F-BCDF-01364F20CCCD";"2024-06-17 17:38:35.0";;HubspotContact;1;1;"2024-06-17"
"54654A8C-EF45-6C41-607D-E5E403A9BC59";-20;"7CCD5B81-8A9A-4B98-A8E4-5EF558145463";"2024-06-18 18:27:44.043";;HubspotContact;1;1;"2024-06-18"
"54CF81DB-95F0-0A67-7EA1-FFA87FE61A55";-20;"63BC48DF-090A-42C9-95C8-32AFAE64FB6B";"2024-06-11 11:52:13.4";;HubspotContact;1;1;"2024-06-11"
"80F0AF43-2957-A4B7-A0A3-F32D15E75A23";-20;C9490757-4062-4EC2-9FA8-13363218429B;"2024-06-13 09:23:10.59";;HubspotContact;1;1;"2024-06-13"
A8E97881-69CD-8A43-D2D0-F37CC5B49750;-20;"3A6DC785-08EA-425E-80F3-03702EC15DDA";"2024-06-16 14:51:14.0";;ShopifyCustomer;0;0;"2024-06-15"
"8733F049-CD59-274E-5F9A-BE2E759E37BD";-20;"9CA41208-44B4-466A-9075-0DE96FD63BB4";"2024-07-04 19:27:06.0";;ShopifyCustomer;0;0;"2024-05-01"
EE60FE6F-38D1-8BC9-A013-5DE1A8DFAEE7;-20;F60CE459-360F-4594-8BDF-69DA04DC6386;"2024-06-12 17:42:06.243";;HubspotContact;1;1;"2024-06-12"
"3D05B5CC-A0BB-70F0-B6E5-43AF620AC629";-20;D9C11D6B-9175-44A1-ADEB-20966E4A9AF2;"2024-06-14 14:10:49.0";;ShopifyCustomer;0;0;"2024-06-14"
BC12350D-F20C-C251-23A0-764E138E2927;-20;C0BD2963-1B45-47C9-855D-176318B4059B;"2024-06-20 00:46:01.0";;ShopifyCustomer;1;1;"2024-06-20"
"423422A0-0551-BAD1-8EF7-0B1E903DCD04";-20;C9490757-4062-4EC2-9FA8-13363218429B;"2024-06-13 16:09:00.0";;ShopifyCustomer;0;0;"2024-06-13"
"3B7D5D43-730C-1678-60AD-FA87CF8A12A7";101;"8167D921-6A8D-4107-A370-91CC795D5A3C";"2024-06-25 00:54:49.06";;HubspotContact;1;1;"2024-06-25"
FEDD95BF-0737-8BFA-1881-1AB11CDCA421;101;F149CFD7-B7AC-432B-83D2-0078C9495842;"2024-07-08 17:47:55.0";;ShopifyCustomer;0;0;"2024-07-08"
FBBD27A6-C9BE-E798-7993-0CCF5463073F;-20;FA2FF56C-CF56-407D-8479-EB1046F663F9;"2024-06-13 02:46:00.443";;HubspotContact;1;1;"2024-06-13"
C9EF6547-DD16-E136-59AA-2BFA51B259D4;-20;"9488F17E-B4EC-4F6C-B8C4-06252DE2F8ED";"2024-06-21 11:59:07.0";;ShopifyCustomer;0;0;"2024-06-20"
"50A18A08-76ED-A31C-4FFC-C527A11EE280";101;"4786C3D8-E83A-4DF9-9860-04FCC9CDB2B6";"2024-07-01 12:29:02.303";;HubspotContact;1;1;"2024-07-01"
E885CA37-4BD6-ED02-685C-ADD844C8316F;-20;"040B838F-CBC9-4220-909B-11C9ABFBC6C8";"2024-06-13 13:38:58.0";;ShopifyCustomer;0;0;"2024-06-12"
"083C84F3-75B3-7EE0-3C55-DE149AAD7E89";-20;"6BA046C9-71B6-4C41-881B-212D9112D8AB";"2024-07-02 13:44:09.0";"161979668.1719942184";ShopifyCustomer;0;0;"2023-05-03"
"43FCCC28-9E77-124C-8B04-2711956CBF00";-20;CFFB04BA-FDA3-4766-8050-1363DE164EEF;"2024-06-19 16:35:53.797";;HubspotContact;1;1;"2024-06-19"
AC6CD31E-89B5-52E2-15BF-0D162DDC1FCF;-20;"817BA9CC-F551-4772-AFAC-E0D0B0A34C71";"2024-06-20 15:23:29.0";;ShopifyCustomer;1;1;"2024-06-20"
CCFBF3FC-3C17-709E-1F3F-372E92F2F9D7;-20;"1A33229E-C456-4958-95ED-3F5D75C5B36E";"2024-06-20 00:11:56.0";;ShopifyCustomer;0;0;"2023-09-25"
DBFBAA33-4507-C2C8-35DC-7961288948FA;-20;C7B85131-B4F2-42FC-94F6-4445106AA11A;"2024-06-12 03:52:37.0";;ShopifyCustomer;1;1;"2024-06-12"
"8065F5E3-7120-1276-A5C5-96BD3BF74A5A";-20;CF1012BC-5498-4A41-81FA-2639840F1B41;"2024-06-14 13:55:58.0";"226447382.1719615164";ShopifyCustomer;0;0;"2024-06-13"
A3BE3A08-BC72-B94A-CBE8-1654888D7B29;-20;"67814151-545A-4B2E-BC77-13259C4A164B";"2024-06-18 19:12:15.437";;HubspotContact;1;1;"2024-06-18"
"8CD28AFD-56EC-65CD-F4AC-9D16A73ED951";-20;C2A98B01-7B88-4D67-8DD7-B6D5B3B16FB1;"2024-06-19 07:31:00.0";;ShopifyCustomer;1;1;"2024-06-19"
"6B1D6DDB-76C6-50C9-7B02-52F79FDF2552";101;BBB5C60B-0A68-4EF2-B255-57AD557550E2;"2024-06-28 01:48:45.627";;HubspotContact;1;1;"2024-06-28"
DF498539-6812-13F1-C60E-C3F057F5CE4D;-20;"2D20F5E5-1B71-469D-B880-9BE8EFD3F5C1";"2024-06-14 14:54:35.0";"1582279708.1720474144";ShopifyCustomer;1;1;"2024-06-14"
"3CA243AC-F601-5A59-57A8-873232715953";-20;D6FBF6FE-F858-4E67-B763-6AA7EA1279F7;"2024-06-17 21:42:32.0";;ShopifyCustomer;1;1;"2024-06-17"
AA809E30-1F39-228F-648A-0B83DEC1C65F;-20;"47F38150-F09F-4259-9EA1-03E04ADC94B8";"2024-06-20 14:16:42.733";;HubspotContact;1;1;"2024-06-20"
"25CBE759-B1C4-C60A-B828-9F9A997D9260";10643;EB23FDC2-54F7-4D89-8B5F-12FC4E317DEC;"2024-06-27 19:56:38.037";;HubspotContact;1;1;"2024-06-27"
D5FA7E4C-9229-B186-68B5-37C71591975F;101;FD4EF55D-860B-48C3-9416-1259896909D2;"2024-06-30 01:49:01.63";;HubspotContact;1;1;"2024-06-30"
"2764B1C1-7483-29CE-9DD1-F196A75AC26B";101;"052FEC14-3E3F-4FD4-A765-00D782AB5E56";"2024-06-25 10:41:56.0";;ShopifyCustomer;0;0;"2024-06-25"
"7957FBA6-02B2-A45F-BC15-47882E6AC6C1";10689;A487BE77-F0FC-476C-9832-11DBE568D4C9;"2024-07-08 15:21:56.933";;HubspotContact;1;1;"2024-07-08"
E3DA9A88-81A3-4D1E-A4B8-BD0119EB6F79;141;"7845FFA1-1A97-46E8-90A9-140F8A7C424B";"2024-07-01 16:00:42.0";"688650988.1719876436";ShopifyCustomer;0;0;"2024-07-01"
"48F90B41-FD6C-0BD0-1824-BB9EDE658998";11004;F8DEB968-410D-47AA-80B4-11E3E0E1E4D2;"2024-07-02 13:07:07.447";;HubspotContact;1;1;"2024-07-02"
"5E4629B1-3856-3F4F-D491-2990DF60D651";-20;"952F0139-FE15-4DC5-8050-30181369F151";"2024-06-24 12:35:49.643";;HubspotContact;1;1;"2024-06-24"
"9F7E343E-45AD-F503-6FC8-256143BD6CFE";10018;"66182020-DCF7-4C45-8475-29C3A66C3F63";"2024-06-24 13:52:53.0";;ShopifyCustomer;0;0;"2024-06-24"
"3F1AFCD0-2039-1A88-E2E5-E87ED1B1869E";-20;"7432DCC0-73C7-4498-A0B7-1C0660B60A1A";"2024-06-17 09:12:43.0";;ShopifyCustomer;1;1;"2024-06-17"
FCC6BD8E-2DED-0187-0E78-DB5A0B1119CF;-20;"6B8F4B43-0660-4247-8F69-1581B52D2458";"2024-06-17 13:38:30.073";;HubspotContact;1;1;"2024-06-17"
"08E84D7E-72E9-B0EC-8E07-4AA8848E708A";141;"7A1C0CC5-DE7B-4B70-A674-021411EB5914";"2024-06-27 15:05:10.71";;HubspotContact;1;1;"2024-06-27"
"149BEE75-7B32-0604-17F4-529DDA9609CD";-20;"172FAA1D-1BD5-4F7F-9373-2595F95C863F";"2024-06-17 13:42:25.0";;ShopifyCustomer;1;1;"2024-06-17"
"017108A8-2D33-9363-BB65-624AA6E2763F";141;"0ACB5148-3DC5-4865-AF90-3E97B3BF3AE0";"2024-06-21 03:06:03.717";;HubspotContact;1;1;"2024-06-21"
"4E61898D-EFEF-F94A-5E6D-456CB4CF6F3F";-20;"0375497D-AC6D-45C9-9413-2E6A29431BE8";"2024-06-22 15:56:57.0";;ShopifyCustomer;1;1;"2024-06-22"
CF94A48E-8669-660E-A803-055F4940C95F;-20;"5897076B-E26F-4A1B-BCBC-14D4A55DB520";"2024-06-21 20:33:21.0";;ShopifyCustomer;1;1;"2024-06-21"
"693C3391-41AF-0BDC-B5FE-75C83CBF5FB3";-20;"9371CFF5-F146-43D5-AD89-060C03F94CDA";"2024-06-17 17:10:59.0";;ShopifyCustomer;0;0;"2024-06-16"
"93A8F7E4-C892-EF63-263B-B30D14AFCA6F";-20;"45CF3391-33CF-41A3-99E9-7F5EB34074A8";"2024-06-12 14:05:35.0";;ShopifyCustomer;1;1;"2024-06-12"
"4487B754-2C04-7946-4D34-1CCFFA940804";10018;A7103683-F9CC-4DBA-86FE-1C5861F03685;"2024-06-22 14:48:23.873";;HubspotContact;1;1;"2024-06-22"
B221E2A7-E3C5-33E3-A4E3-8B512A7F0B9F;103;"2F34389D-6713-4E84-8C3C-0FEAA0788048";"2024-06-26 13:20:48.173";;HubspotContact;1;1;"2024-06-26"
CF053074-0B3B-6118-44AB-A18F38CA405B;10668;"1727A41C-61E1-48BB-A516-3B73FE79A199";"2024-06-29 19:18:30.72";;HubspotContact;1;1;"2024-06-29"
DF1C6E13-B1CE-0994-AEDE-7FA8BD7523FF;111;"98FBFD14-D1D5-476F-927F-4070D949ED8A";"2024-06-24 04:19:36.0";;ShopifyCustomer;1;1;"2024-06-17"
"385C5164-6B7D-FF8A-5C55-1F18A36A7D81";10691;"1714237C-BBF9-4A01-A9C6-07DF41011577";"2024-07-01 13:52:50.377";;HubspotContact;1;1;"2024-07-01"
"0AC379AA-773D-B291-5B43-DB5A22921A74";10689;"065F588D-8E53-41E2-923B-03DC973BDD57";"2024-07-07 22:45:51.623";;HubspotContact;1;1;"2024-07-07"
"81ABF31D-5CFD-9658-68BF-22BFD52C6BB9";10018;"0FD54AED-BAB9-466D-8667-195268587FDD";"2024-06-21 12:54:49.0";;ShopifyCustomer;0;0;"2024-06-20"
"7321B66D-E2FE-9EE5-C387-16014AC33D10";-20;"3CCAE5D3-1FB5-49D9-8E3A-05A2EF9246F7";"2024-06-15 08:04:44.26";;HubspotContact;1;1;"2024-06-15"
"428397B3-9F40-15E9-19E0-5627EE6C52ED";10018;"6122C8DA-4DB9-41E5-87A6-109DA64FB338";"2024-06-25 18:32:03.003";;HubspotContact;1;1;"2024-06-25"
"376D677B-6328-7431-3617-72828B99FD06";-20;CA66A351-99D8-4A27-9680-41F26FB2A201;"2024-06-18 14:21:24.0";;ShopifyCustomer;0;0;"2024-06-17"
B5D08594-6472-2DA1-5C92-61BD835CBFE8;-20;"4BC291BF-6356-45B8-BA16-0C36BE7F9940";"2024-06-24 12:57:37.0";;ShopifyCustomer;0;0;"2024-03-26"
