"date";"AtomId";"Shows";"BudgetSpent";"Clicks"
"2024-07-01";10432;484;11.30796800;12
"2024-06-29";10328;4;0.26006400;0
"2024-06-17";10427;10;0.03852800;0
"2024-06-14";10330;11;0.15411200;1
"2024-06-13";10512;0;0.00000000;0
"2024-06-11";10588;5;0.01926400;0
"2024-06-27";10645;2;0.04816000;0
"2024-07-05";10675;0;0.00000000;0
"2024-06-16";10444;1;0.03852800;0
"2024-06-18";10018;30;1.38700800;23
"2024-06-20";10480;138;4.54630400;1
"2024-06-12";10491;1;0.12521600;0
"2024-06-12";10610;1426;10.30643264;52
"2024-06-26";10624;19;0.24051104;1
"2024-06-24";10236;130;3.10150400;0
"2024-06-16";10604;5;0.00963200;0
"2024-06-27";10488;266;6.27043200;0
"2024-06-29";10171;3;0.01926400;0
"2024-06-24";10434;98;2.68732800;1
"2024-06-24";10472;2;0.04816000;0
"2024-06-14";10254;34;1.22326400;0
"2024-06-21";10499;2;0.02889600;0
"2024-06-26";10432;493;10.25808000;5
"2024-06-29";10488;0;0.00000000;0
"2024-07-01";10171;2;0.03852800;0
"2024-06-22";10439;117;1.90713600;0
"2024-07-05";10474;0;0.00000000;0
"2024-06-24";10711;27;1.47369600;0
"2024-06-28";10042;9;9.01555200;3
"2024-06-13";10591;8040;48.19881696;108
"2024-06-25";10216;6;0.03852800;1
"2024-06-27";10256;127;1.88787200;2
"2024-06-16";10485;2;0.06742400;0
"2024-06-23";10491;98;2.05161600;0
"2024-06-11";10600;1;0.00963200;0
"2024-06-26";10664;9;0.11558400;0
"2024-06-15";10630;1;0.00000000;0
"2024-06-28";10667;2;0.02889600;0
"2024-06-18";10167;1;0.00963200;0
"2024-06-23";10611;3;0.01926400;0
"2024-06-26";10626;1;0.00000000;0
"2024-06-25";10492;190;4.57520000;0
"2024-06-15";10592;2;0.00963200;0
"2024-06-23";10610;381;2.03235200;9
"2024-06-12";10611;386;2.92812800;15
"2024-06-30";10502;1065;20.23683200;5
"2024-06-16";10603;4;0.00000000;0
"2024-06-13";10430;205;3.98764800;1
"2024-06-26";10623;2;0.01926400;0
"2024-07-06";10691;3;14.25536000;1
"2024-06-13";10481;0;0.00000000;0
"2024-06-22";10640;8;0.15411200;1
"2024-06-21";10031;11;2.75475200;2
"2024-06-12";10254;59;2.29241600;1
"2024-06-25";10496;1;0.00963200;0
"2024-06-21";10619;3;0.02889600;0
"2024-06-22";10244;111;2.06124800;0
"2024-06-11";10468;9;0.66460800;0
"2024-06-22";10483;1;0.03852800;0
"2024-06-24";10633;2;0.00000000;0
"2024-06-11";10587;4;0.00000000;0
"2024-07-04";10691;40;7.51960608;19
"2024-07-03";10640;7;0.17337600;0
"2024-06-27";10254;1;0.00000000;0
"2024-06-22";10629;1;0.00963200;0
"2024-06-30";10467;171;1.61817600;0
"2024-07-01";10330;268;7.92713600;11
"2024-06-27";10216;8;0.10595200;0
"2024-06-18";10485;301;8.76512000;0
"2024-06-30";10500;2;0.06742400;0
"2024-06-22";10242;186;2.54284800;0
"2024-06-11";10470;223;3.92985600;1
"2024-06-20";10600;333;2.09014400;11
"2024-06-13";10781;0;0.00000000;0
"2024-06-13";10432;11;0.26969600;0
"2024-06-22";10479;178;3.12076800;0
"2024-06-20";10330;1;0.00963200;0
"2024-07-08";10689;71;19.46627200;9
"2024-07-03";10670;0;0.00000000;0
"2024-06-20";10240;509;10.35440000;1
"2024-06-26";10666;2;0.03852800;1
"2024-06-22";10474;1;0.01926400;0
"2024-06-27";10493;594;9.93059200;4
"2024-06-24";10244;70;1.41590400;0
"2024-06-11";10589;1;0.14448000;1
"2024-06-30";10668;69;0.00000000;0
"2024-06-20";10328;7;0.09632000;0
"2024-06-23";10502;1709;19.72633600;4
"2024-06-23";10222;22;0.20207936;3
"2024-06-30";10470;22;0.55865600;0
"2024-06-16";10216;11;0.14448000;2
"2024-06-22";10600;254;1.70486400;8
"2024-06-24";10640;12;0.14448000;0
"2024-06-29";10222;133;1.08822336;5
"2024-06-16";10442;104;5.25907200;0
"2024-06-11";10479;1;0.03852800;0
"2024-06-11";10618;6;0.03852800;0
"2024-06-22";10641;1;0.00963200;0
"2024-06-27";10018;4;0.00000000;0
"2024-07-07";10168;42;0.43344000;0
"2024-06-26";10434;1;0.01926400;0
"2024-07-07";10469;0;0.00000000;0
"2024-06-14";10482;1;0.00000000;0
"2024-06-27";10486;79;1.88787200;1
"2024-06-26";10660;227;4.37292800;0
"2024-06-24";10712;59;3.48678400;0
"2024-06-22";10443;78;1.03062400;0
"2024-06-14";10494;458;14.34204800;1
"2024-06-22";10433;104;1.64707200;2
"2024-06-12";10583;4;0.04816000;0
"2024-06-29";10647;4;0.03852800;0
"2024-06-11";10477;67;1.99382400;0
"2024-06-30";10499;5;0.07705600;0
"2024-06-25";10611;4;0.05740672;0
"2024-06-14";10639;201;3.14003200;10
"2024-06-30";10671;0;0.00000000;0
"2024-06-28";10475;19;0.18300800;0
"2024-06-20";10331;1152;17.49171200;14
"2024-06-13";10580;6;0.00963200;0
"2024-06-27";10644;105;2.52358400;0
"2024-06-18";10168;1;0.00963200;0
"2024-06-12";10222;8765;64.95030976;451
"2024-07-01";10242;0;0.00000000;0
"2024-06-13";10501;24;0.76092800;0
"2024-06-27";10641;1292;25.66947264;17
"2024-06-21";10493;279;5.62508800;0
"2024-07-03";10641;0;0.00000000;0
"2024-06-30";10468;2;0.05779200;1
"2024-06-11";10592;2;0.01926400;0
"2024-06-16";10602;3;0.06742400;0
"2024-07-06";10017;1;0.00000000;0
"2024-06-26";10624;3;0.04816000;1
"2024-06-13";10589;3;0.03852800;0
"2024-07-08";10696;71;1.62251040;3
"2024-06-28";10706;234;50.39568352;31
"2024-06-25";10215;1;0.00000000;0
"2024-06-25";10455;121;2.17683200;0
"2024-06-15";10460;1;0.00963200;0
"2024-06-22";10042;2;0.83798400;1
"2024-06-14";10332;69;1.07878400;0
"2024-06-20";10596;1;0.00000000;0
"2024-06-25";10450;3;0.05779200;0
"2024-06-16";10455;74;2.71622400;0
"2024-06-18";10475;351;8.84217600;0
"2024-06-18";10634;1;0.00963200;0
"2024-06-27";10634;4;0.01926400;0
"2024-06-23";10500;2;0.05779200;0
"2024-06-11";10240;91;3.32304000;0
"2024-06-27";10168;216;4.06470400;1
"2024-06-16";10443;5;0.16374400;0
"2024-07-06";10643;14;0.28847840;0
"2024-06-29";10052;1;0.00000000;0
"2024-06-20";10440;1;0.15411200;0
"2024-06-14";10492;1;0.01926400;0
"2024-06-15";10222;307;2.47465344;18
"2024-06-11";10559;0;0.00000000;0
"2024-07-06";10256;1155;12.43500832;1
"2024-06-12";10450;1;0.03852800;0
"2024-06-19";10455;201;5.89478400;0
"2024-06-15";10475;137;4.81600000;0
"2024-06-25";10689;109;28.43087072;27
"2024-06-15";10623;2;0.00963200;0
"2024-06-15";10462;208;6.05852800;0
"2024-06-13";10434;559;20.26572800;12
"2024-06-28";10469;458;8.94812800;9
"2024-06-28";10458;1;0.00963200;0
"2024-06-30";10498;3;0.26006400;0
"2024-06-18";10557;0;0.00000000;0
"2024-06-20";10430;148;2.88960000;2
"2024-06-20";10468;4;0.04816000;0
"2024-06-16";10494;269;6.65571200;2
"2024-06-18";10634;1;0.00963200;0
"2024-06-23";10642;562;20.09235200;27
"2024-06-26";10655;154;3.97907552;0
"2024-06-21";10332;17;0.36601600;0
"2024-06-28";10655;123;2.22499200;0
"2024-06-25";10480;1;0.00963200;0
"2024-06-26";10244;160;3.47715200;1
"2024-06-17";10477;4;0.19264000;0
"2024-07-01";10668;1540;28.16541280;93
"2024-06-11";10478;1;0.00963200;0
"2024-06-11";10170;185;7.64780800;0
"2024-06-14";10634;713;5.68288000;36
"2024-06-27";10478;45;0.76092800;0
"2024-06-23";10618;21;0.23087904;3
"2024-06-16";10632;1;0.00000000;0
"2024-06-29";10438;23;0.30822400;0
"2024-06-12";10500;337;8.05264096;1
"2024-06-26";10595;976;10.57593600;85
"2024-06-20";10122;334;12.10742400;0
"2024-07-03";10233;0;0.00000000;0
"2024-06-11";10427;2;0.03852800;0
"2024-06-16";10434;6;0.17337600;0
"2024-06-24";10216;1;0.00000000;0
"2024-06-21";10042;8;0.00000000;0
"2024-06-26";10017;1;0.40454400;1
"2024-06-17";10475;269;8.63990400;1
"2024-07-03";10432;0;0.00000000;0
"2024-06-13";10422;305;7.68633600;3
"2024-06-11";10581;103;0.48160000;0
"2024-07-01";10451;1;0.00963200;0
"2024-06-16";10496;2;0.00963200;0
"2024-06-15";10582;23;0.41417600;0
"2024-06-25";10482;0;0.00000000;0
"2024-06-13";10443;10;0.40454400;0
"2024-06-28";10477;0;0.00000000;0
"2024-06-13";10582;2;0.00963200;0
"2024-06-24";10619;7;0.05779200;0
"2024-06-13";10441;1;0.09632000;0
"2024-07-06";10645;0;0.00000000;0
"2024-06-15";10236;1;0.00963200;0
"2024-06-29";10460;3;0.08668800;0
"2024-06-17";10625;7;0.07705600;0
"2024-06-17";10018;1;0.00963200;1
"2024-06-13";10171;1994;41.80288000;3
"2024-06-12";10174;1;0.07705600;0
"2024-07-04";10451;671;7.03136000;0
"2024-06-24";10623;1;0.01926400;0
"2024-06-29";10648;2;0.02889600;0
"2024-06-24";10643;2;0.01916768;0
"2024-06-11";10496;6;0.02889600;0
"2024-06-24";10483;1;0.05779200;0
"2024-07-01";10488;0;0.00000000;0
"2024-06-25";10421;1;0.01926400;0
"2024-06-12";10601;12;0.14448000;0
"2024-06-22";10501;1;0.01926400;0
"2024-06-20";10332;29;0.52976000;0
"2024-06-11";10579;1;0.00963200;0
"2024-06-20";10610;105;0.63571200;2
"2024-06-18";10256;211;4.56556800;1
"2024-06-23";10600;9;0.03852800;0
"2024-06-23";10332;8;0.12521600;0
"2024-06-15";10624;2;0.01926400;0
"2024-06-24";10500;1;0.00000000;0
"2024-06-23";10602;10;0.03852800;0
"2024-06-25";10603;3;0.01926400;0
"2024-06-23";10174;381;6.31859200;1
"2024-07-05";10432;0;0.00000000;0
"2024-06-15";10592;27;1.02070304;2
"2024-06-23";10215;1;0.01926400;0
"2024-06-25";10233;392;8.00419200;0
"2024-06-15";10442;105;3.23635200;0
"2024-06-12";10478;2;0.06742400;0
"2024-06-27";10436;95;1.85897600;0
"2024-06-22";10493;332;6.21264000;3
"2024-06-12";10332;35;0.52976000;1
"2024-06-30";10052;8;1.66633600;1
"2024-06-21";10579;0;0.00000000;0
"2024-07-07";10256;126;1.00172800;0
"2024-06-28";10669;194;4.69078400;0
"2024-07-05";10256;686;7.73449600;1
"2024-06-16";10634;20;0.17337600;0
"2024-06-26";10641;1413;24.24374400;23
"2024-06-19";10170;1;0.00000000;0
"2024-06-15";10588;2;0.01926400;0
"2024-06-26";10663;4;0.03852800;0
"2024-06-14";10592;7087;40.90710400;88
"2024-06-14";10444;69;2.09977600;0
"2024-06-26";10493;0;0.00000000;0
"2024-06-16";10502;5242;100.85676832;6
"2024-06-29";10468;2;0.26969600;0
"2024-06-15";10584;76;0.56828800;0
"2024-06-17";10036;7;0.00000000;0
"2024-07-01";10170;2;0.02889600;0
"2024-06-13";10592;1;0.00963200;0
"2024-06-17";10633;2;0.00000000;0
"2024-06-29";10496;1;0.00000000;0
"2024-06-11";10451;2;0.01926400;0
"2024-06-19";10494;97;2.77401600;0
"2024-06-21";10500;142;3.63126400;2
"2024-06-26";10455;167;2.03235200;0
"2024-07-01";10500;259;7.77302400;1
"2024-06-23";10640;10;0.18300800;0
"2024-06-29";10650;93;2.61990400;1
"2024-06-13";10244;7;0.17337600;0
"2024-06-11";10441;213;6.13558400;0
"2024-06-12";10597;8;0.00000000;0
"2024-06-28";10031;26;1.04025600;1
"2024-06-11";10143;0;0.00000000;0
"2024-06-25";10660;159;4.08396800;2
"2024-07-01";10670;5;0.09632000;0
"2024-06-25";10642;444;17.69398400;22
"2024-07-08";10478;0;0.00000000;0
"2024-06-18";10497;386;7.60928000;3
"2024-06-22";10499;440;11.40428800;3
"2024-06-17";10611;668;4.81600000;31
"2024-06-25";10018;29;0.21190400;18
"2024-06-19";10427;1;0.00000000;0
"2024-06-13";10639;18;0.22153600;0
"2024-07-05";10643;510;16.17212800;17
"2024-06-19";10496;2;0.02889600;0
"2024-06-25";10640;4;0.02889600;0
"2024-06-26";10643;1;0.06742400;0
"2024-07-08";10168;0;0.00000000;0
"2024-06-26";10216;6;0.08668800;0
"2024-06-19";10624;36;0.29859200;4
"2024-06-30";10222;118;0.78982400;7
"2024-06-12";10421;530;10.49888000;2
"2024-06-17";10216;289;3.48678400;17
"2024-06-11";10589;5;0.08668800;0
"2024-06-11";10609;8;0.00000000;0
"2024-06-14";10610;426;2.65843200;21
"2024-06-22";10491;2;0.00000000;0
"2024-06-21";10222;15;0.13484800;3
"2024-06-24";10443;17;0.51049600;0
"2024-06-19";10498;94;4.77747200;2
"2024-07-05";10167;3;0.00000000;0
"2024-06-19";10168;1;0.04816000;0
"2024-06-12";10482;1;0.12521600;0
"2024-06-19";10488;833;22.00912000;2
"2024-06-11";10469;8;0.11558400;0
"2024-06-19";10476;577;13.78339200;0
"2024-06-13";10240;120;4.08396800;1
"2024-06-24";10433;202;4.35366400;3
"2024-06-26";10611;5;0.02889600;0
"2024-06-11";10617;26;0.00963200;0
"2024-06-15";10590;7;0.00000000;0
